x,y,degrees,total_pmt,total_created,total_created_measured
-2.4000000000000004,-0.4,29.814405895543693,625.8000000000001,8095.4,7556.347115864329
-2.4000000000000004,-0.2,29.608953576450396,619.2,8077.2,7528.533537142427
-2.4000000000000004,0.0,29.541339581578743,618.8,8081.2,7540.890262773075
-2.4000000000000004,0.2,29.608953576450396,619.7,8076.8,7534.612779339732
-2.4000000000000004,0.4,29.814405895543693,622.5,8086.7,7516.500606624391
-2.4000000000000004,0.6000000000000001,30.16566850687521,632.4000000000001,8060.6,7547.122648653119
-2.4000000000000004,0.8,30.676486996352654,637.9000000000001,8098.2,7485.994078373577
-2.4000000000000004,1.0,31.367015575518085,652.4,8083.6,7487.610653763027
-2.4000000000000004,1.2000000000000002,32.264533786804904,675.8,8084.2,7540.415789286764
-2.4000000000000004,1.4000000000000001,33.40387569943435,696.0,8083.5,7500.92600794353
-2.4000000000000004,1.6,34.82667802087297,735.5,8104.3,7602.79231459593
-2.4000000000000004,1.8,36.57740941155643,769.0,8075.8,7568.605990793157
-2.4000000000000004,2.0,38.691807946525415,825.7,8084.3,7682.556483553872
-2.4000000000000004,2.2,41.16911393363015,885.0999999999999,8079.4,7739.685641854759
-2.4000000000000004,2.4000000000000004,43.91360217280308,946.8,8082.5,7761.786397270244
-2.4000000000000004,2.6,46.62881925895627,1009.4,8090.8,7793.120344350188
-2.4000000000000004,2.8000000000000003,48.6692986968556,1050.9,8069.4,7773.360416726994
-2.4000000000000004,3.0,48.93909572126325,1057.6,8082.1,7779.79229874851
-2.2,-3.0,42.51214116126148,867.9999999999999,8074.6,7350.370775601922
-2.2,-2.8000000000000003,43.24162264561305,889.7,8083.7,7407.030088231305
-2.2,-2.6,42.588903902962834,876.3000000000001,8058.9,7407.2815003359
-2.2,-2.4000000000000004,41.16911393363001,868.6,8083.7,7595.402721178475
-2.2,-2.2,39.45023987525026,844.0999999999999,8101.9,7702.76685163178
-2.2,-2.0,37.7197327388181,811.5,8068.9,7745.017760938511
-2.2,-1.8,36.12596681239643,772.9,8089.2,7702.0499256098
-2.2,-1.6,34.73052085463154,737.1,8091.3,7640.426733324186
-2.2,-1.4000000000000001,33.547921644416675,708.5,8087.9,7602.855482478129
-2.2,-1.2000000000000002,32.57039079957455,682.3,8082.8,7541.450807621521
-2.2,-1.0,31.78158395822596,668.5,8077.9,7572.309810496733
-2.2,-0.8,31.163606966472962,655.5999999999999,8079.6,7573.449384530979
-2.2,-0.6000000000000001,30.700320374355908,648.2,8088.9,7600.9630243116235
-2.2,-0.4,30.378737825220387,640.4,8081.5,7588.992055114372
-2.2,-0.2,30.189516249142503,628.0999999999999,8083.7,7489.884837304159
-2.2,0.0,30.127062074798868,625.3,8076.0,7471.953270488385
-2.2,0.2,30.189516249142503,623.3,8081.0,7432.646424282252
-2.2,0.4,30.37873782522039,630.0,8093.7,7465.7479617771
-2.2,0.6000000000000001,30.700320374355904,626.2,8082.9,7342.985260450383
-2.2,0.8,31.163606966472962,641.5999999999999,8071.6,7411.7222774787615
-2.2,1.0,31.78158395822596,659.6,8087.2,7471.4967105514515
-2.2,1.2000000000000002,32.57039079957455,678.3,8084.5,7497.2388726508525
-2.2,1.4000000000000001,33.547921644416675,705.5,8092.7,7570.662728141595
-2.2,1.6,34.73052085463155,731.3999999999999,8086.5,7581.343254311908
-2.2,1.8,36.12596681239643,767.9,8084.7,7652.224269473108
-2.2,2.0,37.71973273881811,801.5000000000001,8097.6,7649.576999867179
-2.2,2.2,39.45023987525026,840.7,8076.6,7671.740424318018
-2.2,2.4000000000000004,41.16911393363001,876.2,8077.0,7661.860308883927
-2.2,2.6,42.588903902962834,907.3,8096.7,7669.32158536433
-2.2,2.8000000000000003,43.24162264561305,918.5,8080.4,7646.799073890585
-2.2,3.0,42.51214116126148,920.3000000000001,8093.7,7793.256019339229
-2.0,-3.0,38.0998178333191,778.9,8077.5,7359.720228236386
-2.0,-2.8000000000000003,39.199046652221234,815.5,8098.9,7489.467858866005
-2.0,-2.6,39.28652732878936,815.1,8074.5,7469.125421654885
-2.0,-2.4000000000000004,38.69180794652556,811.6,8083.1,7551.365922311129
-2.0,-2.2,37.719732738818166,798.8,8085.5,7623.807994377907
-2.0,-2.0,36.596892955986874,778.8,8101.3,7660.978223948781
-2.0,-1.8,35.46880233553441,753.3,8084.0,7645.8177931852615
-2.0,-1.6,34.41810271490001,733.5999999999999,8083.7,7673.171359491284
-2.0,-1.4000000000000001,33.48565079399841,714.9,8090.2,7685.799555854146
-2.0,-1.2000000000000002,32.68736247472702,694.9,8085.5,7653.232964067382
-2.0,-1.0,32.025663992227386,688.5,8098.0,7739.41798865296
-2.0,-0.8,31.496585054615814,665.5999999999999,8074.2,7607.681898990008
-2.0,-0.6000000000000001,31.09388486978469,651.1999999999999,8082.6,7539.488905350902
-2.0,-0.4,30.811336409528018,637.7,8084.1,7450.893948534078
-2.0,-0.2,30.643933590894747,630.1,8092.8,7402.313391887781
-2.0,0.0,30.58849468155848,626.2,8096.1,7369.8298117269205
-2.0,0.2,30.643933590894747,627.0,8083.0,7365.8950908008865
-2.0,0.4,30.81133640952802,627.5,8095.4,7331.717034193403
-2.0,0.6000000000000001,31.09388486978469,633.5999999999999,8096.7,7335.718934936012
-2.0,0.8,31.49658505461581,642.9,8081.2,7348.225199610392
-2.0,1.0,32.025663992227386,666.8000000000001,8073.9,7495.488619947413
-2.0,1.2000000000000002,32.68736247472702,681.4,8079.0,7504.551650187817
-2.0,1.4000000000000001,33.48565079399841,705.3,8081.3,7582.591169036128
-2.0,1.6,34.41810271490001,730.3000000000001,8079.1,7638.65463990797
-2.0,1.8,35.46880233553441,755.4,8092.3,7667.132299179804
-2.0,2.0,36.596892955986874,772.4,8076.1,7598.022059807446
-2.0,2.2,37.719732738818166,816.2,8080.1,7789.874918642024
-2.0,2.4000000000000004,38.69180794652556,826.3999999999999,8102.5,7689.0694901403585
-2.0,2.6,39.28652732878936,833.0,8071.2,7633.151117946902
-2.0,2.8000000000000003,39.199046652221234,828.3,8073.3,7607.0217381958455
-2.0,3.0,38.0998178333191,816.4,8078.0,7714.052631059425
-1.8,-3.0,34.97356360598829,718.6999999999999,8087.4,7397.930703169723
-1.8,-2.8000000000000003,36.18356100525706,745.3000000000001,8077.4,7415.190560183336
-1.8,-2.6,36.65992816247251,766.5999999999999,8106.2,7528.001658293127
-1.8,-2.4000000000000004,36.57740941155644,765.6,8082.0,7535.1427133306115
-1.8,-2.2,36.12596681239643,758.4000000000001,8076.3,7557.555522813395
-1.8,-2.0,35.46880233553441,752.3000000000001,8093.6,7635.668028425957
-1.8,-1.8,34.72742808828246,739.4,8074.6,7664.950002151596
-1.8,-1.6,33.983438728923524,721.3,8099.3,7641.0160275803655
-1.8,-1.4000000000000001,33.28708980480317,708.2,8084.5,7659.185633080235
-1.8,-1.2000000000000002,32.666758903094234,690.2,8090.7,7606.264237511009
-1.8,-1.0,32.136795320307144,676.1,8075.6,7573.748333462447
-1.8,-0.8,31.703215154841985,665.4,8081.9,7555.82671442126
-1.8,-0.6000000000000001,31.367516929197734,654.1,8076.4,7507.001607156625
-1.8,-0.4,31.129101997848725,639.3,8102.7,7393.338876781768
-1.8,-0.2,30.98674125629118,643.9,8091.7,7480.74791352696
-1.8,0.0,30.939415361060842,637.3,8096.4,7415.3954534237655
-1.8,0.2,30.98674125629118,638.1,8068.8,7413.3642547314075
-1.8,0.4,31.12910199784873,633.0,8075.5,7320.481008920474
-1.8,0.6000000000000001,31.367516929197734,638.1999999999999,8071.5,7324.519837467295
-1.8,0.8,31.703215154841985,652.8,8084.7,7412.749743273516
-1.8,1.0,32.136795320307144,663.5999999999999,8077.2,7433.721925877354
-1.8,1.2000000000000002,32.666758903094234,687.7,8072.8,7578.713294894698
-1.8,1.4000000000000001,33.28708980480317,701.3000000000001,8072.7,7584.562107426107
-1.8,1.6,33.983438728923524,728.6,8084.4,7718.347813246991
-1.8,1.8,34.72742808828246,744.1,8078.6,7713.6722972694115
-1.8,2.0,35.46880233553441,756.3,8090.9,7676.267087463179
-1.8,2.2,36.12596681239643,767.3,8087.2,7646.245190736704
-1.8,2.4000000000000004,36.57740941155643,776.0,8076.9,7637.500973804278
-1.8,2.6,36.65992816247251,785.6999999999999,8101.0,7715.5634006273285
-1.8,2.8000000000000003,36.18356100525706,762.9,8066.6,7590.297703426628
-1.8,3.0,34.97356360598828,749.1,8087.2,7710.852775489691
-1.6,-3.0,32.69874365330925,680.5,8084.6,7492.030966003398
-1.6,-2.8000000000000003,33.91550580270445,696.5,8077.2,7393.078595336939
-1.6,-2.6,34.593868685664994,720.8,8075.7,7500.982395401375
-1.6,-2.4000000000000004,34.82667802087297,727.9,8092.1,7524.231850162308
-1.6,-2.2,34.73052085463154,728.5999999999999,8092.8,7552.319790937459
-1.6,-2.0,34.41810271490001,718.1,8094.7,7511.047373569646
-1.6,-1.8,33.98343872892352,710.5,8069.3,7526.60735837495
-1.6,-1.6,33.49754191108352,704.5999999999999,8076.3,7572.3765246210905
-1.6,-1.4000000000000001,33.01023611645464,690.9,8076.7,7534.7537388870205
-1.6,-1.2000000000000002,32.55445206368397,696.0,8081.7,7696.6431353182425
-1.6,-1.0,32.15082869180408,678.1,8094.8,7592.836948001602
-1.6,-0.8,31.811639655376897,662.4,8090.2,7496.1241414569495
-1.6,-0.6000000000000001,31.54377744058902,646.7,8065.8,7380.599880229585
-1.6,-0.4,31.35085937766361,645.5,8077.4,7412.237004436395
-1.6,-0.2,31.234627978758954,647.0,8091.2,7457.108186414026
-1.6,0.0,31.195818791597993,645.5999999999999,8094.1,7450.229197465298
-1.6,0.2,31.23462797875895,650.6,8083.4,7498.600596724833
-1.6,0.4,31.35085937766361,649.2,8075.2,7454.723878048193
-1.6,0.6000000000000001,31.543777440589025,647.0,8080.9,7384.023693379528
-1.6,0.8,31.811639655376897,654.4000000000001,8072.3,7405.591241197809
-1.6,1.0,32.15082869180408,667.9,8086.1,7478.625272924744
-1.6,1.2000000000000002,32.55445206368397,677.5999999999999,8074.2,7493.16866162592
-1.6,1.4000000000000001,33.010236116454635,693.8,8072.7,7566.380292429897
-1.6,1.6,33.49754191108352,704.6999999999999,8093.4,7573.4512303441425
-1.6,1.8,33.983438728923524,712.5999999999999,8076.1,7548.853488498223
-1.6,2.0,34.41810271490001,724.9,8084.2,7582.172735135267
-1.6,2.2,34.73052085463154,738.3000000000001,8092.8,7652.865360484665
-1.6,2.4000000000000004,34.82667802087297,740.4,8076.1,7653.443140349186
-1.6,2.6,34.593868685665,736.5,8064.0,7664.363948686337
-1.6,2.8000000000000003,33.91550580270445,724.5,8079.8,7690.287785099227
-1.6,3.0,32.69874365330925,702.2,8078.7,7730.939227520334
-1.4000000000000001,-3.0,31.011170847898395,645.4,8080.3,7492.267903704313
-1.4000000000000001,-2.8000000000000003,32.19592672632461,658.0,8098.9,7357.4524508504965
-1.4000000000000001,-2.6,32.97703158739517,684.5999999999999,8076.7,7473.565331277513
-1.4000000000000001,-2.4000000000000004,33.403875699434344,690.8,8072.5,7444.884606734758
-1.4000000000000001,-2.2,33.54792164441667,696.0,8071.2,7468.719006075905
-1.4000000000000001,-2.0,33.48565079399841,694.1999999999999,8076.1,7463.256471777798
-1.4000000000000001,-1.8,33.287089804803166,684.5000000000001,8080.4,7402.870044963884
-1.4000000000000001,-1.6,33.01023611645464,685.7,8081.7,7478.044056672211
-1.4000000000000001,-1.4000000000000001,32.6998341934121,682.8000000000001,8093.3,7517.102335935451
-1.4000000000000001,-1.2000000000000002,32.38861799154475,674.7,8072.4,7499.301145340888
-1.4000000000000001,-1.0,32.099555686169225,677.9000000000001,8075.7,7602.722055905328
-1.4000000000000001,-0.8,31.848211022835446,669.6,8089.0,7568.902373422506
-1.4000000000000001,-0.6000000000000001,31.644795893050702,652.4,8091.4,7421.883863424661
-1.4000000000000001,-0.4,31.4957731165613,652.9,8081.7,7462.715683470799
-1.4000000000000001,-0.2,31.405011230347945,655.9,8085.0,7518.672681505801
-1.4000000000000001,0.0,31.374546370276825,655.7,8094.4,7523.678500850856
-1.4000000000000001,0.2,31.40501123034795,659.5,8079.8,7559.939980870675
-1.4000000000000001,0.4,31.4957731165613,653.8,8088.7,7473.002778148581
-1.4000000000000001,0.6000000000000001,31.644795893050702,659.9,8079.6,7507.205949530861
-1.4000000000000001,0.8,31.848211022835446,668.5999999999999,8093.3,7557.598755779997
-1.4000000000000001,1.0,32.099555686169225,674.6,8084.8,7565.712197837046
-1.4000000000000001,1.2000000000000002,32.38861799154475,680.0,8079.0,7558.210728963693
-1.4000000000000001,1.4000000000000001,32.69983419341211,689.9999999999999,8080.8,7596.368792904889
-1.4000000000000001,1.6,33.01023611645464,696.5999999999999,8080.1,7596.916275160947
-1.4000000000000001,1.8,33.28708980480317,691.1,8076.8,7474.249069502612
-1.4000000000000001,2.0,33.48565079399841,695.6999999999999,8087.4,7479.382782218113
-1.4000000000000001,2.2,33.54792164441667,700.5,8082.0,7517.008137580706
-1.4000000000000001,2.4000000000000004,33.403875699434344,703.5,8098.0,7581.754951994647
-1.4000000000000001,2.6,32.97703158739517,690.4000000000001,8071.8,7536.882127832305
-1.4000000000000001,2.8000000000000003,32.195926726324615,679.5,8092.8,7597.855532451233
-1.4000000000000001,3.0,31.011170847898395,660.5999999999999,8089.1,7668.720448074169
-1.2000000000000002,-3.0,29.74519024158909,619.2,8081.5,7494.051918630167
-1.2000000000000002,-2.8000000000000003,30.8869573909846,634.3,8103.0,7393.023440588261
-1.2000000000000002,-2.6,31.718065470557306,652.7,8073.5,7408.144113269321
-1.2000000000000002,-2.4000000000000004,32.264533786804904,664.7,8094.6,7416.5646273141665
-1.2000000000000002,-2.2,32.57039079957455,679.6,8082.2,7511.60775151632
-1.2000000000000002,-2.0,32.68736247472702,675.2,8086.3,7436.268380109796
-1.2000000000000002,-1.8,32.666758903094234,672.3,8081.2,7408.999488378224
-1.2000000000000002,-1.6,32.55445206368397,661.9,8106.7,7319.551855268885
-1.2000000000000002,-1.4000000000000001,32.38861799154475,673.8000000000001,8080.5,7489.297631140789
-1.2000000000000002,-1.2000000000000002,32.19940589382729,674.0,8086.6,7535.542761256807
-1.2000000000000002,-1.0,32.009686212430736,669.6999999999999,8086.7,7531.845154619904
-1.2000000000000002,-0.8,31.836240681164355,671.0999999999999,8097.8,7588.710062207132
-1.2000000000000002,-0.6000000000000001,31.691000527155886,668.3,8083.4,7591.682054778962
-1.2000000000000002,-0.4,31.58212971196378,655.1,8077.5,7467.387479909621
-1.2000000000000002,-0.2,31.51487148889712,659.2,8082.5,7530.159216533898
-1.2000000000000002,0.0,31.492140849968372,656.9,8080.3,7509.302118475616
-1.2000000000000002,0.2,31.514871488897118,659.8,8067.0,7537.013123587782
-1.2000000000000002,0.4,31.58212971196378,661.5,8100.2,7540.340128163966
-1.2000000000000002,0.6000000000000001,31.691000527155886,665.2,8072.5,7556.467010083745
-1.2000000000000002,0.8,31.836240681164355,669.9,8082.6,7575.140620879985
-1.2000000000000002,1.0,32.00968621243074,679.9,8083.4,7646.560430978157
-1.2000000000000002,1.2000000000000002,32.19940589382729,676.0999999999999,8074.9,7559.021455320069
-1.2000000000000002,1.4000000000000001,32.38861799154475,680.3,8093.4,7561.545233697058
-1.2000000000000002,1.6,32.55445206368397,687.9000000000001,8086.7,7607.070133312384
-1.2000000000000002,1.8,32.666758903094234,689.1,8082.3,7594.1418227598315
-1.2000000000000002,2.0,32.68736247472702,689.3,8085.2,7591.5577523840075
-1.2000000000000002,2.2,32.57039079957455,685.3999999999999,8077.7,7575.715057223785
-1.2000000000000002,2.4000000000000004,32.264533786804904,667.1000000000001,8078.2,7443.343256929864
-1.2000000000000002,2.6,31.718065470557306,660.1999999999999,8086.9,7493.269103080136
-1.2000000000000002,2.8000000000000003,30.8869573909846,647.6,8080.0,7548.040328117545
-1.2000000000000002,3.0,29.74519024158909,628.8,8089.4,7610.238770081795
-1.0,-3.0,28.79379412969564,593.3000000000001,8080.4,7417.8484099017105
-1.0,-2.8000000000000003,29.893419343495815,615.4,8092.6,7411.129434686211
-1.0,-2.6,30.74674431255969,634.9000000000001,8094.7,7433.762666918665
-1.0,-2.4000000000000004,31.367015575518085,652.7,8087.1,7491.053761053231
-1.0,-2.2,31.781583958225955,660.6,8101.3,7482.824025152045
-1.0,-2.0,32.025663992227386,660.7,8086.5,7426.918613076268
-1.0,-1.8,32.136795320307144,658.4,8070.3,7375.470940321957
-1.0,-1.6,32.15082869180408,662.3,8080.6,7415.920823862942
-1.0,-1.4000000000000001,32.099555686169225,662.1999999999999,8056.5,7426.644852368353
-1.0,-1.2000000000000002,32.00968621243074,672.5,8096.7,7563.335622639816
-1.0,-1.0,31.902739061806482,676.1999999999999,8082.4,7630.4419983622465
-1.0,-0.8,31.7954439589864,672.1,8095.2,7609.76951012554
-1.0,-0.6000000000000001,31.700356210410554,669.7,8083.4,7605.340406894993
-1.0,-0.4,31.62649249933935,671.0,8075.9,7637.900409128391
-1.0,-0.2,31.579880378058604,664.2,8080.7,7571.6562931040335
-1.0,0.0,31.563969091407373,658.1999999999999,8076.0,7507.040680270631
-1.0,0.2,31.579880378058608,657.6,8080.1,7496.418516027118
-1.0,0.4,31.62649249933935,670.0,8090.3,7626.517547117767
-1.0,0.6000000000000001,31.700356210410554,671.2,8089.8,7622.3749157950115
-1.0,0.8,31.7954439589864,670.9,8080.5,7596.182657853332
-1.0,1.0,31.902739061806482,676.9,8094.6,7638.341006642126
-1.0,1.2000000000000002,32.00968621243074,675.5,8085.2,7597.075409804008
-1.0,1.4000000000000001,32.099555686169225,674.9,8085.5,7569.076730388707
-1.0,1.6,32.15082869180408,678.9,8076.9,7601.794726439001
-1.0,1.8,32.136795320307144,675.8000000000001,8082.6,7570.3876996804065
-1.0,2.0,32.025663992227386,672.5,8074.9,7559.562232925367
-1.0,2.2,31.78158395822596,662.4,8100.9,7503.213191433112
-1.0,2.4000000000000004,31.367015575518085,649.0,8092.7,7448.588771140718
-1.0,2.6,30.746744312559688,635.0,8092.4,7434.933522591514
-1.0,2.8000000000000003,29.893419343495815,625.1,8075.6,7527.94444202527
-1.0,3.0,28.79379412969564,601.1,8100.7,7515.369423886597
-0.8,-3.0,28.086279884485915,575.5,8090.0,7376.55541609982
-0.8,-2.8000000000000003,29.14950465467765,596.5,8077.1,7366.849026902433
-0.8,-2.6,30.01085015930628,623.9,8093.4,7484.0932132124535
-0.8,-2.4000000000000004,30.676486996352654,632.1999999999999,8077.8,7419.102455475427
-0.8,-2.2,31.16360696647296,650.5999999999999,8090.4,7515.689703440901
-0.8,-2.0,31.496585054615814,656.3,8101.3,7501.384660918184
-0.8,-1.8,31.703215154841985,656.6,8068.5,7455.89994092125
-0.8,-1.6,31.811639655376897,657.5,8100.9,7440.672740048226
-0.8,-1.4000000000000001,31.848211022835446,657.5,8068.9,7432.128599948173
-0.8,-1.2000000000000002,31.83624068116435,660.3,8095.1,7466.585090262807
-0.8,-1.0,31.7954439589864,654.3,8087.4,7408.231201421128
-0.8,-0.8,31.74185277669891,667.9,8076.1,7574.983152102115
-0.8,-0.6000000000000001,31.68799366570425,672.4,8089.9,7638.981582541294
-0.8,-0.4,31.643178489638792,674.6,8083.1,7674.829508025577
-0.8,-0.2,31.613805168858114,663.5,8073.9,7555.559943644315
